conversation_id,message_number,annotation,year,month,day,time,message_type,intent_names,content_anonymized,message_id
c8128a2bfac946de898accee8e09b5b1,3,,2025,10,14,00:10:16,USER_MESSAGE,null,Wo ist [NUMBER] Kündigen,c978b8ca7b7545d3b303dafaf122d5c7
c8128a2bfac946de898accee8e09b5b1,4,,2025,10,14,00:10:17,AGENT_MESSAGE,null,"Vielen Dank für die Information! Leider kann der **[NAME]** keine spezifischen Vertragsnummern oder persönlichen Daten einsehen oder bearbeiten. Um Ihren Vertrag zu kündigen, empfehle ich Ihnen, die Schritte zur Online-Kündigung im [NAME] Control-Center zu befolgen, wie zuvor beschrieben. 

Falls Sie weitere Unterstützung benötigen, können Sie sich auch direkt an das [NAME] wenden. Sie erreichen die [NAME]-Hotline unter [NUMBER]. Halten Sie bitte Ihre 1&1 Service-[NUMBER] bereit, um sich zu identifizieren. 

Haben Sie dazu oder zu einem anderen Thema noch Fragen?",b463dd4f69ad0f5dcbe52c0d92847282
82cd9bfa4e8e05bb4e0e4dde2d0b50b0,1,FEHLER: B1_Unvollstaendig,2025,10,14,00:06:01,USER_MESSAGE,null,Guten Abend wie lange dauert es bis meine Bestellung fertig mit der Einrichtung ist ??,1f031826b774344cb611b3cd234c059c
82cd9bfa4e8e05bb4e0e4dde2d0b50b0,2,,2025,10,14,00:06:05,AGENT_MESSAGE,null,"Der **1&1 Assistent** unterstützt Sie zu all Ihren Fragen zu den 1&1 Produkten und Services.

Die Dauer der Einrichtung Ihrer Bestellung hängt von verschiedenen Faktoren ab, wie der Art des Produkts und der gewählten Optionen. Hier sind einige allgemeine Informationen zur Bestellung und Aktivierung:

* **Mobilfunkbestellung und Aktivierung:**
  * Nach der Bestellung erhalten Sie eine Bestätigung per E-Mail mit Ihrer [NUMBER] und Angaben zur Bestellung.
  * Die Lieferzeit beträgt in der Regel 2 bis 3 Werktage. In vielen Fällen kann die Lieferung auch schneller erfolgen.
  * Ihr Mobilfunkvertrag wird mit dem Versand aktiviert, sodass Sie Ihre SIM-Karte sofort nach Erhalt nutzen können. [Mehr erfahren](https://hilfe-center.1und1.de/mobilfunk-bestellen)

* **Hardware-Bestellung bei Kautionsverträgen:**
  * Wenn Sie die Hardware nicht direkt bei Vertragsabschluss mitbestellt haben, ist eine Nachbestellung erst nach Ablauf von 12 Monaten möglich. [Weitere Informationen](https://hilfe-center.1und1.de/hardware-bestellen-und-tarifwechsel-bei-kautionsvertrag)

Falls Sie spezifische Informationen zu Ihrer Bestellung benötigen, empfehle ich Ihnen, sich direkt an den 1&1 Kundenservice zu wenden. Haben Sie dazu oder zu einem anderen Thema noch Fragen?",217d812098fbe4d48a06f374037c798f
82cd9bfa4e8e05bb4e0e4dde2d0b50b0,3,,2025,10,14,00:08:27,USER_MESSAGE,null,Können sie mir auch weiter helfen wenn ich ihnen die Bestellnummer gebe ?,de61e0ea03294ec7fbecf457e8814449
82cd9bfa4e8e05bb4e0e4dde2d0b50b0,4,,2025,10,14,00:08:28,AGENT_MESSAGE,null,"Der **[NAME]** kann leider keine spezifischen Informationen zu Ihrer Bestellung anhand der Bestellnummer bereitstellen. Für detaillierte Informationen zu Ihrer Bestellung und deren Status empfehle ich Ihnen, sich direkt an den [NAME] zu wenden. Sie können die [NAME]-Hotline unter [NUMBER] erreichen und Ihre 1&1 Service-PIN bereithalten, um sich zu identifizieren. 

Direkt zur [Kontaktseite](https://www.1und1.de/Kontakt).

Benötigen Sie weitere Unterstützung oder haben Sie andere Fragen?",a3de81fb021cc0379c6246354e73704b
82cd9bfa4e8e05bb4e0e4dde2d0b50b0,5,,2025,10,14,00:08:56,USER_MESSAGE,null,Okay Dankeschön,fbd5a99adfe1a0e9c381920989f22fa9
82cd9bfa4e8e05bb4e0e4dde2d0b50b0,6,,2025,10,14,00:08:57,AGENT_MESSAGE,null,"Gern geschehen! Wenn Sie weitere Fragen haben oder Unterstützung benötigen, zögern Sie nicht, sich zu melden. Ich wünsche Ihnen einen angenehmen Abend!",f97061c6c345714c22c9d49f8d6b7fdc
97d8392011f8617b144a5a6681829fe5,1,FEHLER: C1a_Missverstaendnis_Wann,2025,10,14,00:06:08,USER_MESSAGE,null,Wann wird meine Hardware versendet?,440e9ede87d39519d9c55443a939db12
97d8392011f8617b144a5a6681829fe5,2,,2025,10,14,00:06:11,AGENT_MESSAGE,null,"Der **1&1 Assistent** unterstützt Sie zu all Ihren Fragen zu den 1&1 Produkten und Services.

Die Versandkosten für 1&1 Hardware betragen 9,90 EUR. Diese Kosten werden innerhalb von fünf Tagen nach dem Versand der Hardware von Ihrem Konto abgebucht. Bei Mobilfunkverträgen haben Sie die Möglichkeit, zwischen Standard-Versand, 1&1 Overnight-Service oder einem Lieferwunschtag zu wählen. Diese Versandarten sind kostenfrei. Weitere Informationen finden Sie im [Hilfe-Center](https://hilfe-center.1und1.de/versandkosten-1und1-hardware).

Haben Sie dazu oder zu einem anderen Thema noch Fragen?",ccea6085d5275e3efe35f58308d5928c
97d8392011f8617b144a5a6681829fe5,3,,2025,10,14,00:07:15,USER_MESSAGE,null,Wann wird mein iPhone versendet?,354b79b0333f51096000d57ef09d5765
97d8392011f8617b144a5a6681829fe5,4,,2025,10,14,00:07:17,AGENT_MESSAGE,null,"Zu dem Versand Ihres iPhones liegen keine spezifischen Informationen im Hilfe-Center vor. Es können allgemeine Anleitungen bereitgestellt werden, die möglicherweise relevant sind, oder Sie können Ihre Anfrage auf Produkte beziehen, die von 1&1 unterstützt werden. Wie möchten Sie fortfahren?",dddd1bd615d31f22c55dc5b04375e957
cce8836c2b6fd70b03239e5b55dffe97,1,FEHLER: A1_Generisch,2025,10,14,00:11:00,USER_MESSAGE,null,"Wo kann ich gesichert nachlesen, wie lang mein Vertrag noch geht?",615b21e935d319bef497ee3843b13ac0
cce8836c2b6fd70b03239e5b55dffe97,2,,2025,10,14,00:11:03,AGENT_MESSAGE,null,"Der 1&1 Assistent unterstützt Sie zu all Ihren Fragen zu den 1&1 Produkten und Services.

Um die Laufzeit Ihres Vertrags einzusehen, können Sie das 1&1 Control-Center nutzen. Dort erhalten Sie einen schnellen Einblick in alle Vertragsdaten, einschließlich der Laufzeit. Hier sind die Schritte, die Sie befolgen können:

1. Öffnen Sie das 1&1 Control-Center.
2. Geben Sie Ihre E-Mail-Adresse oder Kundennummer und Ihr Passwort ein. Falls Sie das Control-Center zum ersten Mal nutzen, können Sie einen Zugang anlegen.
3. Klicken Sie auf „Vertrag“.
4. Wählen Sie bei mehreren Verträgen den gewünschten Vertrag aus.
5. Unter „Vertrag“ finden Sie alle Einzelheiten, einschließlich der Laufzeit Ihres Vertrags.

Direkt zur Vertragsdaten einsehen.

Haben Sie dazu oder zu einem anderen Thema noch Fragen?",49ca9050907c107ce5ae3355205e4086
786320337077a758702b1b1617572727,1,FEHLER: A1_Generisch,2025,10,14,00:11:17,USER_MESSAGE,null,Ich möchte einen günstigeren Preis für meinen Wlan Anschluss.,d3f4285478eddb7c7537fac23ab07275
786320337077a758702b1b1617572727,2,,2025,10,14,00:11:19,AGENT_MESSAGE,null,"Der 1&1 Assistent unterstützt Sie zu all Ihren Fragen zu den 1&1 Produkten und Services.

Leider kann der 1&1 Assistent keine Preisänderungen oder spezifische Angebote direkt anbieten. Für Informationen zu aktuellen Angeboten oder um über mögliche Rabatte zu sprechen, empfehle ich Ihnen, direkt mit dem 1&1 Kundenservice Kontakt aufzunehmen. Sie können die Kunden-Hotline unter [NUMBER] erreichen. Halten Sie bitte Ihre 1&1 Service-PIN bereit, um sich zu identifizieren.

Direkt zur Kontaktseite.

Haben Sie dazu oder zu einem anderen Thema noch Fragen?",001c1c64916b5cc61c8774af5ef0fbf5
786320337077a758702b1b1617572727,3,,2025,10,14,00:16:49,USER_MESSAGE,null,Zudem möchte ich einen Handy Vertrag beides sollte 35 euro kosten. Ihr service hat mir bezüglich des handyvertrages gute Angebote gemacht. Da ich langjährige Kundin bei Ihnen bin würde ich mich über ein Angebot über WLAN mit Smartphone von Ihnen freuen. Ich bin alleine und habe hohe Kosten. Ich hoffe auf gute Angebote. Ich würde ungerne wechseln. LG [NAME],a661aac7d38a6f44b2b5d1285999df72
786320337077a758702b1b1617572727,4,,2025,10,14,00:16:50,AGENT_MESSAGE,null,"Vielen Dank für Ihre Anfrage und Ihr Vertrauen als langjährige Kundin. Der **1&1 Assistent** kann keine spezifischen Angebote oder Preisänderungen direkt anbieten. 

Um ein maßgeschneidertes Angebot für Ihren WLAN-Anschluss und Handyvertrag zu erhalten, empfehle ich Ihnen, direkt mit dem 1&1 Kundenservice Kontakt aufzunehmen. Sie können die Kunden-Hotline unter [NUMBER] erreichen. Halten Sie bitte Ihre 1&1 Service-PIN bereit, um sich zu identifizieren. Das Service-Team wird sicherlich versuchen, Ihnen ein passendes Angebot zu unterbreiten.

Direkt zur [LOCATION].

Haben Sie dazu oder zu einem anderen Thema noch Fragen?",47002b299640bd8b360dd9b69e61597e
eb49432da7cf7fd2013c0e97341b4d24,1,FEHLER: A1_Generisch,2025,10,14,00:12:40,USER_MESSAGE,null,Wo finde ich die zugabgsdaten für 1&1 Tv und Filme,cebf14deb230ba58e3f7fe9a8428f5f7
eb49432da7cf7fd2013c0e97341b4d24,2,,2025,10,14,00:12:43,AGENT_MESSAGE,null,"Der 1&1 Assistent unterstützt Sie zu all Ihren Fragen zu den 1&1 Produkten und Services.

Um Ihre Zugangsdaten für 1&1 TV und Filme zu finden und zu ändern, können Sie das 1&1 Control-Center nutzen. Hier sind die Schritte, die Sie befolgen können:

1. Zugangsdaten einsehen und ändern:
   - Öffnen Sie das 1&1 Control-Center.
   - Geben Sie Ihre E-Mail-Adresse oder [NUMBER] und Ihr Passwort ein.
   - Falls Sie das 1&1 Control-Center zum ersten Mal nutzen, können Sie einen Zugang anlegen.
   - Wählen Sie den Vertrag mit 1&1 TV aus.
   - Gehen Sie zu den Vertragseinstellungen und öffnen Sie das Ausklappmenü „1&1 TV und Cinema“, um Ihre Zugangsdaten zu ändern.

2. Direkt zur 1&1 Control-Center Funktion:
   - Sie können Ihre 1&1-TV Zugangsdaten direkt im Control-Center einsehen und ändern.

Weitere Informationen finden Sie im Artikel Benutzername, Passwort und PIN für 1&1 TV.

Haben Sie dazu oder zu einem anderen Thema noch Fragen?",a9512ad0093483428d2b4f0ef0b5891e
5af84ca635690b5be2fac70175a42dd2,1,FEHLER: A1_Generisch,2025,10,14,00:13:17,USER_MESSAGE,null,Langsam werde ich ungeduldig und erwäge zu kündigen. Wann erhalte ich endlich meinen Glasfaseranschluss????????,a00d633de3b2a9eabee55de7ca0de331
5af84ca635690b5be2fac70175a42dd2,2,,2025,10,14,00:13:21,AGENT_MESSAGE,null,"Der 1&1 Assistent unterstützt Sie zu all Ihren Fragen zu den 1&1 Produkten und Services.

Es tut mir leid zu hören, dass Sie ungeduldig werden. Hier sind einige Informationen zum Glasfaseranschluss und den möglichen Wartezeiten:

**1. Glasfaser-Bestellung und Schaltungstermin:**
- Nach Ihrer Glasfaser-Bestellung wird geprüft, ob ein Glasfaseranschluss bereits vorhanden ist. Falls nicht, wird der Ausbau an Ihrer [LOCATION] beauftragt. 
- Vor einem Glasfaserausbau werden Sie kontaktiert, um Angaben zum Hauseigentümer zu erhalten. Der Ausbau wird mit dem Hauseigentümer koordiniert.
- Im 1&1 Control-Center können Sie den Fortschritt des Ausbaus verfolgen. [Mehr erfahren](https://hilfe-center.1und1.de/bestellung-bis-schaltung)

**2. Glasfaser-Bestellung mit DSL-Übergangstarif:**
- Falls Bauarbeiten nötig sind, surfen Sie vorübergehend mit DSL, sofern von Ihnen gewünscht und bestellt. [Weitere Informationen](https://hilfe-center.1und1.de/uebergangstarif)

**3. Glasfaser-Geräte verkabeln:**
- Sobald der Glasfaser-Ausbau abgeschlossen ist, erhalten Sie den Schaltungstermin und können Ihren Glasfaser-Anschluss einrichten. [Details hier](https://hilfe-center.1und1.de/glasfaseranschluss-einrichten)

Falls Sie mit einer unserer Leistungen nicht zufrieden sind, können Sie uns jederzeit kontaktieren. Das 1&1 Service-Team hat ein offenes Ohr für Ihre Anliegen. Sie erreichen uns unter der Kunden-Hotline [NUMBER]. Halten Sie bitte Ihre 1&1 Service-PIN bereit. Direkt zur [Kontaktseite](https://www.1und1.de/Kontakt).

Haben Sie dazu oder zu einem anderen Thema noch Fragen?",e19197d64d984880265d7ff5ab1b6f60
a8d780b4c50ddf01be84fa1b6dcbc811,1,FEHLER: A1_Generisch,2025,10,14,00:14:02,USER_MESSAGE,null,Hallo,8210b6e2ad9fb663b98d587adc6d438a
a8d780b4c50ddf01be84fa1b6dcbc811,2,,2025,10,14,00:14:03,AGENT_MESSAGE,null,Der 1&1 Assistent unterstützt Sie zu all Ihren Fragen zu den 1&1 Produkten und Services. Wie kann ich Ihnen heute helfen?,7e0effb4ca13965b5833edba513a3b39
a8d780b4c50ddf01be84fa1b6dcbc811,3,,2025,10,14,00:14:20,USER_MESSAGE,null,"ich habe bei Ihnen einen Laptop bestellt, jedoch mit einer falschen Lieferadresse. Ich habe heute telefonisch mit Ihrem Kundenservice gesprochen, und der Auftrag wurde storniert.Trotzdem wurde mir der Betrag für zwei Laptops vom Konto abgebucht insgesamt [NUMBER] €.Ich bitte Sie daher, mir den Betrag für einen Laptop also die Hälfte zurückzuerstatten.",03802b85c2705bbd591dcaa9dab8dd0b
a8d780b4c50ddf01be84fa1b6dcbc811,4,,2025,10,14,00:14:21,AGENT_MESSAGE,null,"Sie sind mit einer unserer Leistungen nicht zufrieden? Lassen Sie uns darüber sprechen! Das 1&1 Service-Team hat jederzeit ein offenes Ohr für Ihre Anliegen. Kontaktieren Sie uns und wir finden sicher eine Lösung.

**Rufen Sie uns an**

Die Kunden-Hotline ist für Sie unter [NUMBER] erreichbar. Halten Sie bitte Ihre 1&1 Service-PIN bereit, um sich zu identifizieren.

Direkt zur Kontaktseite.",f8818199e89ff40239d2b715e95ae74a
26625f83d9d279ab9b5ddfdead1474ee,1,FEHLER: A1_Generisch,2025,10,14,00:15:56,USER_MESSAGE,null,Möchte zwei neue Handys direkt nehmen,5d7e26571ef900100359696b42a83702
26625f83d9d279ab9b5ddfdead1474ee,2,,2025,10,14,00:15:58,AGENT_MESSAGE,null,"Der 1&1 Assistent unterstützt Sie zu all Ihren Fragen zu den 1&1 Produkten und Services.

Um zwei neue Handys direkt zu erwerben, können Sie die folgenden Schritte ausführen:

1. **Verfügbarkeitsprüfung:** Überprüfen Sie die Verfügbarkeit der gewünschten Handys auf der 1&1 Webseite.
2. **Bestellformular:** Füllen Sie das Bestellformular auf der Webseite aus, um die Handys zu bestellen.
3. **Legitimation:** Stellen Sie sicher, dass Sie alle erforderlichen Informationen zur Legitimation bereitstellen.

Für weitere Informationen und um die Bestellung abzuschließen, besuchen Sie bitte die 1&1 Webseite.

Haben Sie dazu oder zu einem anderen Thema noch Fragen?",4dfc4d59340addcba5d1d57597eb9601
26625f83d9d279ab9b5ddfdead1474ee,3,,2025,10,14,00:16:47,USER_MESSAGE,null,Muss ich die Handys und die Tarife einzeln auswählen?,5f846f3202566572b00d1eb0d4152e1f
26625f83d9d279ab9b5ddfdead1474ee,4,,2025,10,14,00:16:51,AGENT_MESSAGE,null,"Um Handys und Tarife bei 1&1 auszuwählen, können Sie die folgenden Schritte ausführen:

**1. Auswahl im 1&1 Kundenshop:**
- Besuchen Sie den 1&1 Kundenshop, um Handys und Tarife auszuwählen.
- Sie können sowohl Handys als auch Tarifergänzungen direkt im Kundenshop auswählen und zum Warenkorb hinzufügen.

**2. Im 1&1 Control-Center:**
- Öffnen Sie das 1&1 Control-Center und loggen Sie sich mit Ihrer E-Mail-Adresse oder Kundennummer und Ihrem Passwort ein.
- Gehen Sie zum Kundenshop unter „Tarifwechsel“ und wählen Sie den gewünschten Vertrag aus.
- Wählen Sie „Optionen & Zubehör“, um Tarifergänzungen Ihrer Wahl zum Warenkorb hinzuzufügen.
- Wechseln Sie zum Warenkorb und schließen Sie die Bestellung ab.

Weitere Informationen finden Sie im Artikel Hardware und Tarifergänzungen bestellen.

Benötigen Sie weitere Informationen zu einem dieser Punkte oder haben Sie noch andere Fragen?",cb952acb86c465d1f83a9a23bcfade27
26625f83d9d279ab9b5ddfdead1474ee,5,,2025,10,14,00:45:03,USER_MESSAGE,null,Neues handy,2fd600717d55c3ee4e2cdae89b23f49c
26625f83d9d279ab9b5ddfdead1474ee,6,,2025,10,14,00:45:07,AGENT_MESSAGE,null,"Um ein neues Handy bei 1&1 zu bestellen, können Sie die folgenden Schritte ausführen:

**1. Bestellung eines neuen Handys:**
- Besuchen Sie die 1&1 Webseite und wählen Sie das gewünschte Handy aus.
- Sie können auch direkt im 1&1 Kundenshop unter dem Reiter „Tarifwechsel“ Ihr neues Handy bestellen, wenn Sie bereits einen 1&1 Vertrag haben.

**2. Samsung Galaxy S25 bestellen:**
- Die neue Samsung Galaxy S25-Serie ist bei 1&1 erhältlich. Sie können die Modelle Galaxy S25, Galaxy S25+ und Galaxy S25 Ultra in verschiedenen Farben und Speichergrößen bestellen.

**3. 1&1 NewPhone-Option:**
- Wenn Sie die 1&1 NewPhone-Option vor dem [DATE] gebucht haben, können Sie Ihr altes Smartphone gegen ein neues tauschen.

**4. Beratung und Kontakt:**
- Wenn Sie lieber beraten werden möchten, steht Ihnen das 1&1 Team jederzeit zur Verfügung.

Haben Sie dazu oder zu einem anderen Thema noch Fragen?",94fe62f4741df98dc99aa6a54359e828
e51af74c3f064ca39c90455ad2f736f2,1,FEHLER: C1a_Missverstaendnis_Wann,2025,10,14,00:17:41,USER_MESSAGE,null,Wann kann ich sehen wann mein Handy verschickt wird?,ccb1e148539f07e10ca7489089d62746
